;;;;;;;;;;;;;; 80.007 ; 229.027.746,30 ; 1.633.627,99 ; 227.394.118,31 ; 41.142.264,91 ; 5.760.400,78 ; -   ; -   ; -   ; 221.651.156,36 ; 74.093.414,10 ; 1.222.563,60 ; 5.631.099,16 ; 6.853.662,76 
chave_unica;Período;Ano;Mês;Trimestre;sped_origem;sentido;Registro;CFOP;CST;Alíq. Pis do SPED;Alíq. Cofins do SPED;Nat. BC. Créd.;status_conferencia;qtd_registros; total_item ; total_desconto ; total_liquido ; total_bc_icms ; total_icms ; total_icms_st ; total_ipi ; total_iss ; bc_pis_cof_calculada ; bc_pis_cof_escriturada ; total_pis ; total_cof ; total_pis_cofins 
2021|03|CONTRIBUIÇÕES|Entrada|C170|1554|70|0.0000|0.0000|N/A|Não conferido;01/03/2021;2021;3;1;CONTRIBUIÇÕES;Entrada;C170;1554;70;0,0000;0,0000;N/A;Não conferido;3; 405.000,00 ; -   ; 405.000,00 ; -   ; -   ; -   ; -   ; -   ; 405.000,00 ; -   ; -   ; -   ; -   
2021|03|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/03/2021;2021;3;1;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;96; 92.203,92 ; 706,47 ; 91.497,45 ; 73.228,96 ; 7.013,50 ; -   ; -   ; -   ; 84.483,95 ; 91.497,45 ; 1.509,72 ; 6.953,81 ; 8.463,53 
2021|03|CONTRIBUIÇÕES|Entrada|D100|1353|98|0.0000|0.0000|07|Não conferido;01/03/2021;2021;3;1;CONTRIBUIÇÕES;Entrada;D100;1353;98;0,0000;0,0000;7;Não conferido;2; 2.400,00 ; -   ; 2.400,00 ; -   ; 288,00 ; -   ; -   ; -   ; 2.400,00 ; -   ; -   ; -   ; -   
2021|03|CONTRIBUIÇÕES|Entrada|F130|F130|51|1.6500|7.6000|10|Não conferido;01/03/2021;2021;3;1;CONTRIBUIÇÕES;Entrada;F130;F130;51;0,0165;0,0760;10;Não conferido;8; 720.000,00 ; -   ; 720.000,00 ; -   ; -   ; -   ; -   ; -   ; 720.000,00 ; 720.000,00 ; 11.880,00 ; 54.720,00 ; 66.600,00 
2021|04|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;4; 5.160,00 ; 2,17 ; 5.157,83 ; -   ; -   ; -   ; -   ; -   ; 5.157,83 ; 5.157,83 ; 85,11 ; 392,00 ; 477,11 
2021|04|CONTRIBUIÇÕES|Entrada|C170|1552|70|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1552;70;0,0000;0,0000;N/A;Não conferido;2; 630.000,00 ; -   ; 630.000,00 ; -   ; -   ; -   ; -   ; -   ; 630.000,00 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;44; 165.912,92 ; 0,83 ; 165.912,09 ; 60.445,15 ; 4.844,29 ; -   ; -   ; -   ; 161.067,80 ; 165.912,09 ; 2.737,59 ; 12.609,32 ; 15.346,91 
2021|04|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;535; 247.950,67 ; 3.598,13 ; 244.352,54 ; 45.557,45 ; 8.200,34 ; -   ; -   ; -   ; 236.152,20 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|2920|98|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2920;98;0,0000;0,0000;N/A;Não conferido;1; 468,11 ; -   ; 468,11 ; -   ; -   ; -   ; -   ; -   ; 468,11 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;3; 20.113,45 ; -   ; 20.113,45 ; -   ; -   ; -   ; -   ; -   ; 20.113,45 ; 20.113,45 ; 331,88 ; 1.528,62 ; 1.860,50 
2021|04|CONTRIBUIÇÕES|Entrada|C170|1920|70|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1920;70;0,0000;0,0000;N/A;Não conferido;1; 500,00 ; -   ; 500,00 ; -   ; -   ; -   ; -   ; -   ; 500,00 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|2126|70|0.0000|0.0000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2126;70;0,0000;0,0000;2;Não conferido;5; 321.705,31 ; -   ; 321.705,31 ; 295.036,33 ; 20.652,54 ; -   ; -   ; -   ; 301.052,77 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|1554|70|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1554;70;0,0000;0,0000;N/A;Não conferido;2; 734.500,00 ; -   ; 734.500,00 ; -   ; -   ; -   ; -   ; -   ; 734.500,00 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;582; 236.952,60 ; 1.153,14 ; 235.799,46 ; 82.821,62 ; 14.907,91 ; -   ; -   ; -   ; 220.891,55 ; 235.799,46 ; 3.890,74 ; 17.920,87 ; 21.811,61 
2021|04|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;19; 10.037,70 ; 1.360,00 ; 8.677,70 ; -   ; -   ; -   ; -   ; -   ; 8.677,70 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|1411|51|1.6500|7.6000|12|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1411;51;0,0165;0,0760;12;Não conferido;5; 2.972,50 ; -   ; 2.972,50 ; -   ; -   ; -   ; -   ; -   ; 2.972,50 ; 2.972,50 ; 49,06 ; 225,91 ; 274,97 
2021|04|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;48; 64.152,41 ; 4.336,32 ; 59.816,09 ; 40.301,61 ; 2.732,92 ; -   ; -   ; -   ; 57.083,17 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;3; 26.662,11 ; -   ; 26.662,11 ; 24.406,67 ; 1.754,12 ; -   ; -   ; -   ; 24.907,99 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|2126|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2126;51;0,0165;0,0760;2;Não conferido;2; 242.092,83 ; -   ; 242.092,83 ; 232.693,83 ; 27.923,26 ; -   ; -   ; -   ; 214.169,57 ; 242.092,83 ; 3.994,53 ; 18.399,06 ; 22.393,59 
2021|04|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;96; 39.889,28 ; -   ; 39.889,28 ; 22.262,76 ; 2.086,38 ; -   ; -   ; -   ; 37.802,90 ; 39.889,28 ; 658,18 ; 3.031,61 ; 3.689,79 
2021|04|CONTRIBUIÇÕES|Entrada|C170|2552|70|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2552;70;0,0000;0,0000;N/A;Não conferido;4; 1.004.500,00 ; -   ; 1.004.500,00 ; -   ; -   ; -   ; -   ; -   ; 1.004.500,00 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;1266; 715.037,51 ; 36.020,27 ; 679.017,24 ; -   ; -   ; -   ; -   ; -   ; 679.017,24 ; 679.017,24 ; 11.204,64 ; 51.605,06 ; 62.809,70 
2021|04|CONTRIBUIÇÕES|Entrada|C170|1202|51|1.6500|7.6000|12|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1202;51;0,0165;0,0760;12;Não conferido;1; 399,00 ; -   ; 399,00 ; -   ; -   ; -   ; -   ; -   ; 399,00 ; 399,00 ; 6,58 ; 30,32 ; 36,90 
2021|04|CONTRIBUIÇÕES|Entrada|C170|2557|70|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;2557;70;0,0000;0,0000;N/A;Não conferido;8; 175.873,50 ; -   ; 175.873,50 ; -   ; -   ; -   ; -   ; -   ; 175.873,50 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|1902|98|0.0000|0.0000|N/A|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1902;98;0,0000;0,0000;N/A;Não conferido;325; 568,00 ; -   ; 568,00 ; -   ; -   ; -   ; -   ; -   ; 568,00 ; -   ; -   ; -   ; -   
2021|04|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/04/2021;2021;4;2;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;12; 343.964,86 ; 49,04 ; 343.915,82 ; -   ; -   ; -   ; -   ; -   ; 343.915,82 ; 343.915,82 ; 5.674,61 ; 26.137,60 ; 31.812,21 
2021|05|CONTRIBUIÇÕES|Entrada|C170|1653|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1653;51;0,0165;0,0760;2;Não conferido;40; 410.499,44 ; -   ; 410.499,44 ; -   ; -   ; -   ; -   ; -   ; 410.499,44 ; 410.499,44 ; 6.773,27 ; 31.197,98 ; 37.971,25 
2021|05|CONTRIBUIÇÕES|Entrada|C170|2902|98|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2902;98;0,0000;0,0000;N/A;Não conferido;138; 247,00 ; -   ; 247,00 ; -   ; -   ; -   ; -   ; -   ; 247,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1902|98|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1902;98;0,0000;0,0000;N/A;Não conferido;273; 530,00 ; -   ; 530,00 ; -   ; -   ; -   ; -   ; -   ; 530,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1554|70|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1554;70;0,0000;0,0000;N/A;Não conferido;1; 135.000,00 ; -   ; 135.000,00 ; -   ; -   ; -   ; -   ; -   ; 135.000,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1925|98|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1925;98;0,0000;0,0000;N/A;Não conferido;2; 163.677,65 ; -   ; 163.677,65 ; -   ; -   ; -   ; -   ; -   ; 163.677,65 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2920|98|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2920;98;0,0000;0,0000;N/A;Não conferido;1; 468,11 ; -   ; 468,11 ; -   ; -   ; -   ; -   ; -   ; 468,11 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2202|70|0.0000|0.0000|12|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2202;70;0,0000;0,0000;12;Não conferido;1; 2.523,46 ; 143,46 ; 2.380,00 ; 2.380,00 ; 95,20 ; -   ; -   ; -   ; 2.284,80 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2933|51|1.6500|7.6000|03|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2933;51;0,0165;0,0760;3;Não conferido;21; 19.910,00 ; 237,81 ; 19.672,19 ; -   ; -   ; -   ; -   ; -   ; 19.672,19 ; 19.672,19 ; 324,62 ; 1.495,09 ; 1.819,71 
2021|05|CONTRIBUIÇÕES|Entrada|C170|1556|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1556;70;0,0000;0,0000;2;Não conferido;1343; 1.185.464,96 ; 10.641,04 ; 1.174.823,92 ; 618.374,53 ; 110.904,80 ; -   ; -   ; -   ; 1.063.919,12 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;808; 472.475,81 ; 1.499,40 ; 470.976,41 ; 283.395,12 ; 50.532,15 ; -   ; -   ; -   ; 420.444,26 ; 470.976,41 ; 7.771,35 ; 35.794,24 ; 43.565,59 
2021|05|CONTRIBUIÇÕES|Entrada|C170|2407|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2407;70;0,0000;0,0000;2;Não conferido;29; 275.530,98 ; -   ; 275.530,98 ; 213.393,34 ; 25.583,81 ; -   ; -   ; -   ; 249.947,17 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2556|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2556;70;0,0000;0,0000;2;Não conferido;154; 170.103,29 ; 3.684,66 ; 166.418,63 ; 67.765,49 ; 5.329,86 ; -   ; -   ; -   ; 161.088,77 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1202|51|1.6500|7.6000|12|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1202;51;0,0165;0,0760;12;Não conferido;11; 8.770,77 ; -   ; 8.770,77 ; 3.698,13 ; 655,25 ; -   ; -   ; -   ; 8.115,52 ; 8.770,77 ; 144,71 ; 666,57 ; 811,28 
2021|05|CONTRIBUIÇÕES|Entrada|C170|2126|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2126;70;0,0000;0,0000;2;Não conferido;2; 59.906,07 ; -   ; 59.906,07 ; 52.402,88 ; 2.096,12 ; -   ; -   ; -   ; 57.809,95 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1908|70|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1908;70;0,0000;0,0000;N/A;Não conferido;4; 56.618,00 ; -   ; 56.618,00 ; -   ; -   ; -   ; -   ; -   ; 56.618,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;3; 30.000,00 ; -   ; 30.000,00 ; -   ; -   ; -   ; -   ; -   ; 30.000,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;215; 236.523,88 ; 5.998,43 ; 230.525,45 ; 137.540,93 ; 12.308,84 ; -   ; -   ; -   ; 218.216,61 ; 230.525,45 ; 3.803,72 ; 17.520,00 ; 21.323,72 
2021|05|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;5; 2.867,42 ; -   ; 2.867,42 ; -   ; -   ; -   ; -   ; -   ; 2.867,42 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1202|70|0.0000|0.0000|12|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1202;70;0,0000;0,0000;12;Não conferido;2; 2.200,00 ; -   ; 2.200,00 ; 2.200,00 ; 396,00 ; -   ; -   ; -   ; 1.804,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1411|51|1.6500|7.6000|12|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1411;51;0,0165;0,0760;12;Não conferido;30; 6.881,80 ; 766,00 ; 6.115,80 ; -   ; -   ; -   ; -   ; -   ; 6.115,80 ; 6.115,80 ; 100,88 ; 464,81 ; 565,69 
2021|05|CONTRIBUIÇÕES|Entrada|C170|1911|98|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1911;98;0,0000;0,0000;N/A;Não conferido;1; 190,00 ; -   ; 190,00 ; -   ; -   ; -   ; -   ; -   ; 190,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;92; 159.721,88 ; 0,39 ; 159.721,49 ; 112.773,61 ; 5.672,86 ; -   ; -   ; -   ; 154.048,63 ; 159.721,49 ; 2.635,46 ; 12.138,80 ; 14.774,26 
2021|05|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;95; 45.749,13 ; 5.580,00 ; 40.169,13 ; -   ; -   ; -   ; -   ; -   ; 40.169,13 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1407|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1407;51;0,0165;0,0760;2;Não conferido;2311; 1.498.474,72 ; 75.661,80 ; 1.422.812,92 ; 632,00 ; 113,76 ; -   ; -   ; -   ; 1.422.699,16 ; 1.422.812,92 ; 23.477,40 ; 108.133,81 ; 131.611,21 
2021|05|CONTRIBUIÇÕES|Entrada|C170|1653|70|0.0000|0.0000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1653;70;0,0000;0,0000;2;Não conferido;3; 573,14 ; -   ; 573,14 ; -   ; -   ; -   ; -   ; -   ; 573,14 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2126|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2126;51;0,0165;0,0760;2;Não conferido;1; 220.084,39 ; -   ; 220.084,39 ; 211.539,84 ; 25.384,78 ; -   ; -   ; -   ; 194.699,61 ; 220.084,39 ; 3.631,39 ; 16.726,41 ; 20.357,80 
2021|05|CONTRIBUIÇÕES|Entrada|C170|2557|70|0.0000|0.0000|N/A|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2557;70;0,0000;0,0000;N/A;Não conferido;7; 290.000,00 ; -   ; 290.000,00 ; -   ; -   ; -   ; -   ; -   ; 290.000,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|1551|70|0.0000|0.0000|10|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;1551;70;0,0000;0,0000;10;Não conferido;6; 460.000,00 ; -   ; 460.000,00 ; 433.890,00 ; 61.180,20 ; -   ; -   ; -   ; 398.819,80 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;55; 197.914,06 ; 5.291,89 ; 192.622,17 ; 760,83 ; 91,30 ; -   ; -   ; -   ; 192.530,87 ; 192.622,17 ; 3.178,27 ; 14.639,26 ; 17.817,53 
2021|05|CONTRIBUIÇÕES|Entrada|C170|2933|70|0.0000|0.0000|03|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;C170;2933;70;0,0000;0,0000;3;Não conferido;1; 500,00 ; -   ; 500,00 ; -   ; -   ; -   ; -   ; -   ; 500,00 ; -   ; -   ; -   ; -   
2021|05|CONTRIBUIÇÕES|Entrada|F130|F130|51|1.6500|7.6000|10|Não conferido;01/05/2021;2021;5;2;CONTRIBUIÇÕES;Entrada;F130;F130;51;0,0165;0,0760;10;Não conferido;4; 360.000,00 ; -   ; 360.000,00 ; -   ; -   ; -   ; -   ; -   ; 360.000,00 ; 312.120,00 ; 5.150,00 ; 23.721,12 ; 28.871,12 
2021|07|CONTRIBUIÇÕES|Entrada|C170|2556|51|1.6500|7.6000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2556;51;0,0165;0,0760;2;Não conferido;98; 93.423,42 ; 1,78 ; 93.421,64 ; 73.913,21 ; 7.307,42 ; -   ; -   ; -   ; 86.114,22 ; 93.421,64 ; 1.541,52 ; 7.100,02 ; 8.641,54 
2021|07|CONTRIBUIÇÕES|Entrada|C170|1556|51|1.6500|7.6000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1556;51;0,0165;0,0760;2;Não conferido;832; 479.615,81 ; 3.878,35 ; 475.737,46 ; 321.274,38 ; 57.604,16 ; -   ; -   ; -   ; 418.133,30 ; 475.737,46 ; 7.849,77 ; 36.156,23 ; 44.006,00 
2021|07|CONTRIBUIÇÕES|Entrada|C170|1407|70|0.0000|0.0000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1407;70;0,0000;0,0000;2;Não conferido;75; 25.901,53 ; 2.140,61 ; 23.760,92 ; 2,99 ; 0,54 ; -   ; -   ; -   ; 23.760,38 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|2916|70|0.0000|0.0000|N/A|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2916;70;0,0000;0,0000;N/A;Não conferido;223; 31.220,00 ; -   ; 31.220,00 ; -   ; -   ; -   ; -   ; -   ; 31.220,00 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|1908|70|0.0000|0.0000|N/A|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1908;70;0,0000;0,0000;N/A;Não conferido;1; 286,98 ; -   ; 286,98 ; -   ; -   ; -   ; -   ; -   ; 286,98 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|2551|70|0.0000|0.0000|10|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2551;70;0,0000;0,0000;10;Não conferido;1; 160.000,00 ; -   ; 160.000,00 ; 3.333,33 ; 400,00 ; -   ; -   ; -   ; 159.600,00 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|2407|51|1.6500|7.6000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2407;51;0,0165;0,0760;2;Não conferido;94; 74.929,54 ; 284,02 ; 74.645,52 ; 18.471,92 ; 1.940,12 ; -   ; -   ; -   ; 72.705,40 ; 74.645,52 ; 1.231,67 ; 5.673,08 ; 6.904,75 
2021|07|CONTRIBUIÇÕES|Entrada|C170|1551|70|0.0000|0.0000|10|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1551;70;0,0000;0,0000;10;Não conferido;120; 20.389.524,00 ; -   ; 20.389.524,00 ; 398.774,88 ; 53.253,98 ; -   ; -   ; -   ; 20.336.270,02 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|2653|70|0.0000|0.0000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2653;70;0,0000;0,0000;2;Não conferido;8; 11.217,06 ; 0,01 ; 11.217,05 ; -   ; -   ; -   ; -   ; -   ; 11.217,05 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|1910|70|0.0000|0.0000|N/A|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1910;70;0,0000;0,0000;N/A;Não conferido;3; 88,00 ; -   ; 88,00 ; 81,00 ; 14,58 ; -   ; -   ; -   ; 73,42 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|1916|70|0.0000|0.0000|N/A|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1916;70;0,0000;0,0000;N/A;Não conferido;129; 129,00 ; -   ; 129,00 ; -   ; -   ; -   ; -   ; -   ; 129,00 ; -   ; -   ; -   ; -   
2021|07|CONTRIBUIÇÕES|Entrada|C170|1922|51|1.6500|7.6000|N/A|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;1922;51;0,0165;0,0760;N/A;Não conferido;1; 806,84 ; -   ; 806,84 ; -   ; -   ; -   ; -   ; -   ; 806,84 ; 806,84 ; 13,31 ; 61,32 ; 74,63 
2021|07|CONTRIBUIÇÕES|Entrada|C170|2653|51|1.6500|7.6000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2653;51;0,0165;0,0760;2;Não conferido;72; 241.672,09 ; 12.664,39 ; 229.007,70 ; 163.892,28 ; 19.667,04 ; -   ; -   ; -   ; 209.340,66 ; 229.007,70 ; 3.778,62 ; 17.404,54 ; 21.183,16 
2021|07|CONTRIBUIÇÕES|Entrada|C170|2126|51|1.6500|7.6000|02|Não conferido;01/07/2021;2021;7;3;CONTRIBUIÇÕES;Entrada;C170;2126;51;0,0165;0,0760;2;Não conferido;5; 2.100,00 ; -   ; 2.100,00 ; -   ; -   ; -   ; -   ; -   ; 2.100,00 ; 2.100,00 ; 34,65 ; 159,60 ; 194,25 
